District_Name,UnitName,year,firs
BENGALURU CITY,JEEVAN BHEEMANAGAR PS,2021,128.22
BENGALURU CITY,JEEVAN BHEEMANAGAR PS,2022,134.32
BENGALURU CITY,JEEVAN BHEEMANAGAR PS,2023,140.43
BENGALURU CITY,JEEVAN BHEEMANAGAR PS,2024,146.53
BENGALURU CITY,BANASWADI PS,2017,100.8
BENGALURU CITY,BANASWADI PS,2018,108.0
BENGALURU CITY,BANASWADI PS,2019,115.2
BENGALURU CITY,BANASWADI PS,2020,122.4
BENGALURU CITY,BANASWADI PS,2021,129.6
BENGALURU CITY,BANASWADI PS,2022,136.8
BENGALURU CITY,BANASWADI PS,2023,144.0
BENGALURU CITY,BANASWADI PS,2024,151.2
BENGALURU CITY,MARATHAHALLI PS,2017,101.33
BENGALURU CITY,MARATHAHALLI PS,2018,108.57
BENGALURU CITY,MARATHAHALLI PS,2019,115.81
BENGALURU CITY,MARATHAHALLI PS,2020,123.05
BENGALURU CITY,MARATHAHALLI PS,2021,130.29
BENGALURU CITY,MARATHAHALLI PS,2022,137.52
BENGALURU CITY,MARATHAHALLI PS,2023,144.76
BENGALURU CITY,MARATHAHALLI PS,2024,152.0
BENGALURU CITY,PARAPPANA AGRAHARA PS,2019,102.13
BENGALURU CITY,PARAPPANA AGRAHARA PS,2020,112.35
BENGALURU CITY,PARAPPANA AGRAHARA PS,2021,122.56
BENGALURU CITY,PARAPPANA AGRAHARA PS,2022,132.77
BENGALURU CITY,PARAPPANA AGRAHARA PS,2023,142.99
BENGALURU CITY,PARAPPANA AGRAHARA PS,2024,153.2
BENGALURU CITY,HALASUR PS,2016,102.93
BENGALURU CITY,HALASUR PS,2017,109.37
BENGALURU CITY,HALASUR PS,2018,115.8
BENGALURU CITY,HALASUR PS,2019,122.23
BENGALURU CITY,HALASUR PS,2020,128.67
BENGALURU CITY,HALASUR PS,2021,135.1
BENGALURU CITY,HALASUR PS,2022,141.53
BENGALURU CITY,HALASUR PS,2023,147.97
BENGALURU CITY,HALASUR PS,2024,154.4
BENGALURU CITY,SOLADEVANAHALLI PS,2016,103.73
BENGALURU CITY,SOLADEVANAHALLI PS,2017,110.22
BENGALURU CITY,SOLADEVANAHALLI PS,2018,116.7
BENGALURU CITY,SOLADEVANAHALLI PS,2019,123.18
BENGALURU CITY,SOLADEVANAHALLI PS,2020,129.67
BENGALURU CITY,SOLADEVANAHALLI PS,2021,136.15
BENGALURU CITY,SOLADEVANAHALLI PS,2022,142.63
BENGALURU CITY,SOLADEVANAHALLI PS,2023,149.12
BENGALURU CITY,SOLADEVANAHALLI PS,2024,155.6
BENGALURU CITY,MAHADEVAPURA PS,2017,103.77
BENGALURU CITY,MAHADEVAPURA PS,2018,111.18
BENGALURU CITY,MAHADEVAPURA PS,2019,118.6
BENGALURU CITY,MAHADEVAPURA PS,2020,126.01
BENGALURU CITY,MAHADEVAPURA PS,2021,133.42
BENGALURU CITY,MAHADEVAPURA PS,2022,140.83
BENGALURU CITY,MAHADEVAPURA PS,2023,148.24
BENGALURU CITY,MAHADEVAPURA PS,2024,155.66
BENGALURU CITY,WHITEFIELD PS,2016,104.5
BENGALURU CITY,WHITEFIELD PS,2017,111.03
BENGALURU CITY,WHITEFIELD PS,2018,117.56
BENGALURU CITY,WHITEFIELD PS,2019,124.09
BENGALURU CITY,WHITEFIELD PS,2020,130.62
BENGALURU CITY,WHITEFIELD PS,2021,137.16
BENGALURU CITY,WHITEFIELD PS,2022,143.69
BENGALURU CITY,WHITEFIELD PS,2023,150.22
BENGALURU CITY,WHITEFIELD PS,2024,156.75
BENGALURU CITY,VIDYARANYAPURA PS,2016,111.91
BENGALURU CITY,VIDYARANYAPURA PS,2017,118.91
BENGALURU CITY,VIDYARANYAPURA PS,2018,125.9
BENGALURU CITY,VIDYARANYAPURA PS,2019,132.89
BENGALURU CITY,VIDYARANYAPURA PS,2020,139.89
BENGALURU CITY,VIDYARANYAPURA PS,2021,146.88
BENGALURU CITY,VIDYARANYAPURA PS,2022,153.88
BENGALURU CITY,VIDYARANYAPURA PS,2023,160.87
BENGALURU CITY,VIDYARANYAPURA PS,2024,167.87
BENGALURU CITY,SAMPIGEHALLI PS,2016,112.18
BENGALURU CITY,SAMPIGEHALLI PS,2017,119.19
BENGALURU CITY,SAMPIGEHALLI PS,2018,126.2
BENGALURU CITY,SAMPIGEHALLI PS,2019,133.21
BENGALURU CITY,SAMPIGEHALLI PS,2020,140.22
BENGALURU CITY,SAMPIGEHALLI PS,2021,147.23
BENGALURU CITY,SAMPIGEHALLI PS,2022,154.24
BENGALURU CITY,SAMPIGEHALLI PS,2023,161.26
BENGALURU CITY,SAMPIGEHALLI PS,2024,168.27
BENGALURU CITY,VIVEKNAGAR PS,2016,112.36
BENGALURU CITY,VIVEKNAGAR PS,2017,119.38
BENGALURU CITY,VIVEKNAGAR PS,2018,126.4
BENGALURU CITY,VIVEKNAGAR PS,2019,133.42
BENGALURU CITY,VIVEKNAGAR PS,2020,140.44
BENGALURU CITY,VIVEKNAGAR PS,2021,147.47
BENGALURU CITY,VIVEKNAGAR PS,2022,154.49
BENGALURU CITY,VIVEKNAGAR PS,2023,161.51
BENGALURU CITY,VIVEKNAGAR PS,2024,168.53
BENGALURU CITY,CENTRAL CEN CRIME PS,2022,112.8
BENGALURU CITY,CENTRAL CEN CRIME PS,2023,141.0
BENGALURU CITY,CENTRAL CEN CRIME PS,2024,169.2
BENGALURU CITY,UPPARPET TRAFFIC PS,2016,113.76
BENGALURU CITY,UPPARPET TRAFFIC PS,2017,120.87
BENGALURU CITY,UPPARPET TRAFFIC PS,2018,127.98
BENGALURU CITY,UPPARPET TRAFFIC PS,2019,135.09
BENGALURU CITY,UPPARPET TRAFFIC PS,2020,142.2
BENGALURU CITY,UPPARPET TRAFFIC PS,2021,149.31
BENGALURU CITY,UPPARPET TRAFFIC PS,2022,156.42
BENGALURU CITY,UPPARPET TRAFFIC PS,2023,163.53
BENGALURU CITY,UPPARPET TRAFFIC PS,2024,170.64
BENGALURU CITY,ELECTRONIC CITY TRAFFIC PS,2016,117.69
BENGALURU CITY,ELECTRONIC CITY TRAFFIC PS,2017,125.04
BENGALURU CITY,ELECTRONIC CITY TRAFFIC PS,2018,132.4
BENGALURU CITY,ELECTRONIC CITY TRAFFIC PS,2019,139.76
BENGALURU CITY,ELECTRONIC CITY TRAFFIC PS,2020,147.11
BENGALURU CITY,ELECTRONIC CITY TRAFFIC PS,2021,154.47
BENGALURU CITY,ELECTRONIC CITY TRAFFIC PS,2022,161.82
BENGALURU CITY,ELECTRONIC CITY TRAFFIC PS,2023,169.18
BENGALURU CITY,ELECTRONIC CITY TRAFFIC PS,2024,176.53
BENGALURU CITY,HIGH GROUNDS PS,2016,118.4
BENGALURU CITY,HIGH GROUNDS PS,2017,125.8
BENGALURU CITY,HIGH GROUNDS PS,2018,133.2
BENGALURU CITY,HIGH GROUNDS PS,2019,140.6
BENGALURU CITY,HIGH GROUNDS PS,2020,148.0
BENGALURU CITY,HIGH GROUNDS PS,2021,155.4
BENGALURU CITY,HIGH GROUNDS PS,2022,162.8
BENGALURU CITY,HIGH GROUNDS PS,2023,170.2
BENGALURU CITY,HIGH GROUNDS PS,2024,177.6
BENGALURU CITY,GIRINAGAR PS,2016,119.11
BENGALURU CITY,GIRINAGAR PS,2017,126.56
BENGALURU CITY,GIRINAGAR PS,2018,134.0
BENGALURU CITY,GIRINAGAR PS,2019,141.44
BENGALURU CITY,GIRINAGAR PS,2020,148.89
BENGALURU CITY,GIRINAGAR PS,2021,156.33
BENGALURU CITY,GIRINAGAR PS,2022,163.78
BENGALURU CITY,GIRINAGAR PS,2023,171.22
BENGALURU CITY,GIRINAGAR PS,2024,178.67
BENGALURU CITY,BASAVANAGUDI PS,2016,120.36
BENGALURU CITY,BASAVANAGUDI PS,2017,127.88
BENGALURU CITY,BASAVANAGUDI PS,2018,135.4
BENGALURU CITY,BASAVANAGUDI PS,2019,142.92
BENGALURU CITY,BASAVANAGUDI PS,2020,150.44
BENGALURU CITY,BASAVANAGUDI PS,2021,157.97
BENGALURU CITY,BASAVANAGUDI PS,2022,165.49
BENGALURU CITY,BASAVANAGUDI PS,2023,173.01
BENGALURU CITY,BASAVANAGUDI PS,2024,180.53
BENGALURU CITY,WHITEFIELD CEN CRIME PS,2021,122.13
BENGALURU CITY,WHITEFIELD CEN CRIME PS,2022,142.49
BENGALURU CITY,WHITEFIELD CEN CRIME PS,2023,162.84
BENGALURU CITY,WHITEFIELD CEN CRIME PS,2024,183.2
BENGALURU CITY,R.T. NAGAR PS,2016,123.47
BENGALURU CITY,R.T. NAGAR PS,2017,131.18
BENGALURU CITY,R.T. NAGAR PS,2018,138.9
BENGALURU CITY,R.T. NAGAR PS,2019,146.62
BENGALURU CITY,R.T. NAGAR PS,2020,154.33
BENGALURU CITY,R.T. NAGAR PS,2021,162.05
BENGALURU CITY,R.T. NAGAR PS,2022,169.77
BENGALURU CITY,R.T. NAGAR PS,2023,177.48
BENGALURU CITY,R.T. NAGAR PS,2024,185.2
BENGALURU CITY,JNANABHARATHI PS,2017,124.27
BENGALURU CITY,JNANABHARATHI PS,2018,133.14
BENGALURU CITY,JNANABHARATHI PS,2019,142.02
BENGALURU CITY,JNANABHARATHI PS,2020,150.9
BENGALURU CITY,JNANABHARATHI PS,2021,159.77
BENGALURU CITY,JNANABHARATHI PS,2022,168.65
BENGALURU CITY,JNANABHARATHI PS,2023,177.52
BENGALURU CITY,JNANABHARATHI PS,2024,186.4
BENGALURU CITY,BELLANDURU PS,2017,125.6
BENGALURU CITY,BELLANDURU PS,2018,134.57
BENGALURU CITY,BELLANDURU PS,2019,143.54
BENGALURU CITY,BELLANDURU PS,2020,152.51
BENGALURU CITY,BELLANDURU PS,2021,161.49
BENGALURU CITY,BELLANDURU PS,2022,170.46
BENGALURU CITY,BELLANDURU PS,2023,179.43
BENGALURU CITY,BELLANDURU PS,2024,188.4
BENGALURU CITY,HULIMAVU PS,2016,129.69
BENGALURU CITY,HULIMAVU PS,2017,137.79
BENGALURU CITY,HULIMAVU PS,2018,145.9
BENGALURU CITY,HULIMAVU PS,2019,154.01
BENGALURU CITY,HULIMAVU PS,2020,162.11
BENGALURU CITY,HULIMAVU PS,2021,170.22
BENGALURU CITY,HULIMAVU PS,2022,178.32
BENGALURU CITY,HULIMAVU PS,2023,186.43
BENGALURU CITY,HULIMAVU PS,2024,194.53
BENGALURU CITY,DEVANAHALLI TRAFFIC PS,2017,132.0
BENGALURU CITY,DEVANAHALLI TRAFFIC PS,2018,141.43
BENGALURU CITY,DEVANAHALLI TRAFFIC PS,2019,150.86
BENGALURU CITY,DEVANAHALLI TRAFFIC PS,2020,160.29
BENGALURU CITY,DEVANAHALLI TRAFFIC PS,2021,169.71
BENGALURU CITY,DEVANAHALLI TRAFFIC PS,2022,179.14
BENGALURU CITY,DEVANAHALLI TRAFFIC PS,2023,188.57
BENGALURU CITY,DEVANAHALLI TRAFFIC PS,2024,198.0
BENGALURU CITY,KEMPAPURA AGRAHARA PS,2016,134.04
BENGALURU CITY,KEMPAPURA AGRAHARA PS,2017,142.42
BENGALURU CITY,KEMPAPURA AGRAHARA PS,2018,150.8
BENGALURU CITY,KEMPAPURA AGRAHARA PS,2019,159.18
BENGALURU CITY,KEMPAPURA AGRAHARA PS,2020,167.56
BENGALURU CITY,KEMPAPURA AGRAHARA PS,2021,175.93
BENGALURU CITY,KEMPAPURA AGRAHARA PS,2022,184.31
BENGALURU CITY,KEMPAPURA AGRAHARA PS,2023,192.69
BENGALURU CITY,KEMPAPURA AGRAHARA PS,2024,201.07
BENGALURU CITY,NORTH CEN CRIME PS,2022,135.47
BENGALURU CITY,NORTH CEN CRIME PS,2023,169.33
BENGALURU CITY,NORTH CEN CRIME PS,2024,203.2
BENGALURU CITY,RAJAGOPAL NAGAR PS,2016,135.64
BENGALURU CITY,RAJAGOPAL NAGAR PS,2017,144.12
BENGALURU CITY,RAJAGOPAL NAGAR PS,2018,152.6
BENGALURU CITY,RAJAGOPAL NAGAR PS,2019,161.08
BENGALURU CITY,RAJAGOPAL NAGAR PS,2020,169.56
BENGALURU CITY,RAJAGOPAL NAGAR PS,2021,178.03
BENGALURU CITY,RAJAGOPAL NAGAR PS,2022,186.51
BENGALURU CITY,RAJAGOPAL NAGAR PS,2023,194.99
BENGALURU CITY,RAJAGOPAL NAGAR PS,2024,203.47
BENGALURU CITY,KALASIPALYA PS,2016,138.31
BENGALURU CITY,KALASIPALYA PS,2017,146.96
BENGALURU CITY,KALASIPALYA PS,2018,155.6
BENGALURU CITY,KALASIPALYA PS,2019,164.24
BENGALURU CITY,KALASIPALYA PS,2020,172.89
BENGALURU CITY,KALASIPALYA PS,2021,181.53
BENGALURU CITY,KALASIPALYA PS,2022,190.18
BENGALURU CITY,KALASIPALYA PS,2023,198.82
BENGALURU CITY,KALASIPALYA PS,2024,207.47
BENGALURU CITY,R.T.NAGAR TRAFFIC PS,2016,140.89
BENGALURU CITY,R.T.NAGAR TRAFFIC PS,2017,149.69
BENGALURU CITY,R.T.NAGAR TRAFFIC PS,2018,158.5
BENGALURU CITY,R.T.NAGAR TRAFFIC PS,2019,167.31
BENGALURU CITY,R.T.NAGAR TRAFFIC PS,2020,176.11
BENGALURU CITY,R.T.NAGAR TRAFFIC PS,2021,184.92
BENGALURU CITY,R.T.NAGAR TRAFFIC PS,2022,193.72
BENGALURU CITY,R.T.NAGAR TRAFFIC PS,2023,202.53
BENGALURU CITY,R.T.NAGAR TRAFFIC PS,2024,211.33
BENGALURU CITY,ADUGODI PS,2016,141.07
BENGALURU CITY,ADUGODI PS,2017,149.88
BENGALURU CITY,ADUGODI PS,2018,158.7
BENGALURU CITY,ADUGODI PS,2019,167.52
BENGALURU CITY,ADUGODI PS,2020,176.33
BENGALURU CITY,ADUGODI PS,2021,185.15
BENGALURU CITY,ADUGODI PS,2022,193.97
BENGALURU CITY,ADUGODI PS,2023,202.78
BENGALURU CITY,ADUGODI PS,2024,211.6
BENGALURU CITY,KONANAKUNTE PS,2017,147.5
BENGALURU CITY,KONANAKUNTE PS,2018,158.04
BENGALURU CITY,KONANAKUNTE PS,2019,168.57
BENGALURU CITY,KONANAKUNTE PS,2020,179.11
BENGALURU CITY,KONANAKUNTE PS,2021,189.64
BENGALURU CITY,KONANAKUNTE PS,2022,200.18
BENGALURU CITY,KONANAKUNTE PS,2023,210.71
BENGALURU CITY,KONANAKUNTE PS,2024,221.25
BENGALURU CITY,SUDDAGUNTEPALYA PS,2020,149.92
BENGALURU CITY,SUDDAGUNTEPALYA PS,2021,168.66
BENGALURU CITY,SUDDAGUNTEPALYA PS,2022,187.4
BENGALURU CITY,SUDDAGUNTEPALYA PS,2023,206.14
BENGALURU CITY,SUDDAGUNTEPALYA PS,2024,224.88
BENGALURU CITY,SANJAY NAGAR PS,2016,150.31
BENGALURU CITY,SANJAY NAGAR PS,2017,159.71
BENGALURU CITY,SANJAY NAGAR PS,2018,169.1
BENGALURU CITY,SANJAY NAGAR PS,2019,178.49
BENGALURU CITY,SANJAY NAGAR PS,2020,187.89
BENGALURU CITY,SANJAY NAGAR PS,2021,197.28
BENGALURU CITY,SANJAY NAGAR PS,2022,206.68
BENGALURU CITY,SANJAY NAGAR PS,2023,216.07
BENGALURU CITY,SANJAY NAGAR PS,2024,225.47
BENGALURU CITY,ASHOKNAGAR PS,2018,151.31
BENGALURU CITY,ASHOKNAGAR PS,2019,163.92
BENGALURU CITY,ASHOKNAGAR PS,2020,176.53
BENGALURU CITY,ASHOKNAGAR PS,2021,189.14
BENGALURU CITY,ASHOKNAGAR PS,2022,201.75
BENGALURU CITY,ASHOKNAGAR PS,2023,214.36
BENGALURU CITY,ASHOKNAGAR PS,2024,226.97
BENGALURU CITY,CITY MARKET PS,2016,153.33
BENGALURU CITY,CITY MARKET PS,2017,162.92
BENGALURU CITY,CITY MARKET PS,2018,172.5
BENGALURU CITY,CITY MARKET PS,2019,182.08
BENGALURU CITY,CITY MARKET PS,2020,191.67
BENGALURU CITY,CITY MARKET PS,2021,201.25
BENGALURU CITY,CITY MARKET PS,2022,210.83
BENGALURU CITY,CITY MARKET PS,2023,220.42
BENGALURU CITY,CITY MARKET PS,2024,230.0
BENGALURU CITY,JAYANAGAR PS,2016,156.0
BENGALURU CITY,JAYANAGAR PS,2017,165.75
BENGALURU CITY,JAYANAGAR PS,2018,175.5
BENGALURU CITY,JAYANAGAR PS,2019,185.25
BENGALURU CITY,JAYANAGAR PS,2020,195.0
BENGALURU CITY,JAYANAGAR PS,2021,204.75
BENGALURU CITY,JAYANAGAR PS,2022,214.5
BENGALURU CITY,JAYANAGAR PS,2023,224.25
BENGALURU CITY,JAYANAGAR PS,2024,234.0
BENGALURU CITY,ANNAPOORNESHWARI NAGAR PS,2017,158.13
BENGALURU CITY,ANNAPOORNESHWARI NAGAR PS,2018,169.43
BENGALURU CITY,ANNAPOORNESHWARI NAGAR PS,2019,180.72
BENGALURU CITY,ANNAPOORNESHWARI NAGAR PS,2020,192.02
BENGALURU CITY,ANNAPOORNESHWARI NAGAR PS,2021,203.31
BENGALURU CITY,ANNAPOORNESHWARI NAGAR PS,2022,214.61
BENGALURU CITY,ANNAPOORNESHWARI NAGAR PS,2023,225.9
BENGALURU CITY,ANNAPOORNESHWARI NAGAR PS,2024,237.2
BENGALURU CITY,KAMAKSHIPALYA PS,2016,159.31
BENGALURU CITY,KAMAKSHIPALYA PS,2017,169.27
BENGALURU CITY,KAMAKSHIPALYA PS,2018,179.23
BENGALURU CITY,KAMAKSHIPALYA PS,2019,189.19
BENGALURU CITY,KAMAKSHIPALYA PS,2020,199.14
BENGALURU CITY,KAMAKSHIPALYA PS,2021,209.1
BENGALURU CITY,KAMAKSHIPALYA PS,2022,219.06
BENGALURU CITY,KAMAKSHIPALYA PS,2023,229.01
BENGALURU CITY,KAMAKSHIPALYA PS,2024,238.97
BENGALURU CITY,AIRPORT PS,2016,160.8
BENGALURU CITY,SOUTH CEN CRIME PS,2020,163.04
BENGALURU CITY,SOUTH CEN CRIME PS,2021,183.42
BENGALURU CITY,SOUTH CEN CRIME PS,2022,203.8
BENGALURU CITY,SOUTH CEN CRIME PS,2023,224.18
BENGALURU CITY,SOUTH CEN CRIME PS,2024,244.56
BENGALURU CITY,KENGERI PS,2016,173.78
BENGALURU CITY,KENGERI PS,2017,184.64
BENGALURU CITY,KENGERI PS,2018,195.5
BENGALURU CITY,KENGERI PS,2019,206.36
BENGALURU CITY,KENGERI PS,2020,217.22
BENGALURU CITY,KENGERI PS,2021,228.08
BENGALURU CITY,KENGERI PS,2022,238.94
BENGALURU CITY,KENGERI PS,2023,249.81
BENGALURU CITY,KENGERI PS,2024,260.67
BENGALURU CITY,NORTHEAST CEN CRIME PS,2022,177.33
BENGALURU CITY,NORTHEAST CEN CRIME PS,2023,221.67
BENGALURU CITY,NORTHEAST CEN CRIME PS,2024,266.0
BENGALURU CITY,YESHWANTHAPURA TRAFFIC PS,2016,181.24
BENGALURU CITY,YESHWANTHAPURA TRAFFIC PS,2017,192.57
BENGALURU CITY,YESHWANTHAPURA TRAFFIC PS,2018,203.9
BENGALURU CITY,YESHWANTHAPURA TRAFFIC PS,2019,215.23
BENGALURU CITY,YESHWANTHAPURA TRAFFIC PS,2020,226.56
BENGALURU CITY,YESHWANTHAPURA TRAFFIC PS,2021,237.88
BENGALURU CITY,YESHWANTHAPURA TRAFFIC PS,2022,249.21
BENGALURU CITY,YESHWANTHAPURA TRAFFIC PS,2023,260.54
BENGALURU CITY,YESHWANTHAPURA TRAFFIC PS,2024,271.87
BENGALURU CITY,VARTHUR PS,2016,183.11
BENGALURU CITY,VARTHUR PS,2017,194.56
BENGALURU CITY,VARTHUR PS,2018,206.0
BENGALURU CITY,VARTHUR PS,2019,217.44
BENGALURU CITY,VARTHUR PS,2020,228.89
BENGALURU CITY,VARTHUR PS,2021,240.33
BENGALURU CITY,VARTHUR PS,2022,251.78
BENGALURU CITY,VARTHUR PS,2023,263.22
BENGALURU CITY,VARTHUR PS,2024,274.67
BENGALURU CITY,MICO LAYOUT PS,2016,184.8
BENGALURU CITY,MICO LAYOUT PS,2017,196.35
BENGALURU CITY,MICO LAYOUT PS,2018,207.9
BENGALURU CITY,MICO LAYOUT PS,2019,219.45
BENGALURU CITY,MICO LAYOUT PS,2020,231.0
BENGALURU CITY,MICO LAYOUT PS,2021,242.55
BENGALURU CITY,MICO LAYOUT PS,2022,254.1
BENGALURU CITY,MICO LAYOUT PS,2023,265.65
BENGALURU CITY,MICO LAYOUT PS,2024,277.2
BENGALURU CITY,DEVARAJEEVANAHALLI PS,2016,190.22
BENGALURU CITY,DEVARAJEEVANAHALLI PS,2017,202.11
BENGALURU CITY,DEVARAJEEVANAHALLI PS,2018,214.0
BENGALURU CITY,DEVARAJEEVANAHALLI PS,2019,225.89
BENGALURU CITY,DEVARAJEEVANAHALLI PS,2020,237.78
BENGALURU CITY,DEVARAJEEVANAHALLI PS,2021,249.67
BENGALURU CITY,DEVARAJEEVANAHALLI PS,2022,261.56
BENGALURU CITY,DEVARAJEEVANAHALLI PS,2023,273.44
BENGALURU CITY,DEVARAJEEVANAHALLI PS,2024,285.33
BENGALURU CITY,PEENYA PS,2016,200.44
BENGALURU CITY,PEENYA PS,2017,212.97
BENGALURU CITY,PEENYA PS,2018,225.5
BENGALURU CITY,PEENYA PS,2019,238.03
BENGALURU CITY,PEENYA PS,2020,250.56
BENGALURU CITY,PEENYA PS,2021,263.08
BENGALURU CITY,PEENYA PS,2022,275.61
BENGALURU CITY,PEENYA PS,2023,288.14
BENGALURU CITY,PEENYA PS,2024,300.67
BENGALURU CITY,PEENYA TRAFFIC PS,2016,201.8
BENGALURU CITY,PEENYA TRAFFIC PS,2017,214.41
BENGALURU CITY,PEENYA TRAFFIC PS,2018,227.03
BENGALURU CITY,PEENYA TRAFFIC PS,2019,239.64
BENGALURU CITY,PEENYA TRAFFIC PS,2020,252.25
BENGALURU CITY,PEENYA TRAFFIC PS,2021,264.86
BENGALURU CITY,PEENYA TRAFFIC PS,2022,277.48
BENGALURU CITY,PEENYA TRAFFIC PS,2023,290.09
BENGALURU CITY,PEENYA TRAFFIC PS,2024,302.7
BENGALURU CITY,BASAVESHWARA NAGAR PS,2016,204.71
BENGALURU CITY,BASAVESHWARA NAGAR PS,2017,217.51
BENGALURU CITY,BASAVESHWARA NAGAR PS,2018,230.3
BENGALURU CITY,BASAVESHWARA NAGAR PS,2019,243.09
BENGALURU CITY,BASAVESHWARA NAGAR PS,2020,255.89
BENGALURU CITY,BASAVESHWARA NAGAR PS,2021,268.68
BENGALURU CITY,BASAVESHWARA NAGAR PS,2022,281.48
BENGALURU CITY,BASAVESHWARA NAGAR PS,2023,294.27
BENGALURU CITY,BASAVESHWARA NAGAR PS,2024,307.07
BENGALURU CITY,H.A.L. PS,2018,208.64
BENGALURU CITY,H.A.L. PS,2019,226.03
BENGALURU CITY,H.A.L. PS,2020,243.41
BENGALURU CITY,H.A.L. PS,2021,260.8
BENGALURU CITY,H.A.L. PS,2022,278.19
BENGALURU CITY,H.A.L. PS,2023,295.57
BENGALURU CITY,H.A.L. PS,2024,312.96
BENGALURU CITY,GOVINDARAJA NAGAR PS,2022,218.67
BENGALURU CITY,GOVINDARAJA NAGAR PS,2023,273.33
BENGALURU CITY,GOVINDARAJA NAGAR PS,2024,328.0
BENGALURU CITY,NANDINI LAYOUT PS,2016,265.24
BENGALURU CITY,NANDINI LAYOUT PS,2017,281.82
BENGALURU CITY,NANDINI LAYOUT PS,2018,298.4
BENGALURU CITY,NANDINI LAYOUT PS,2019,314.98
BENGALURU CITY,NANDINI LAYOUT PS,2020,331.56
BENGALURU CITY,NANDINI LAYOUT PS,2021,348.13
BENGALURU CITY,NANDINI LAYOUT PS,2022,364.71
BENGALURU CITY,NANDINI LAYOUT PS,2023,381.29
BENGALURU CITY,NANDINI LAYOUT PS,2024,397.87
BENGALURU CITY,CHANDRA LAYOUT PS,2016,265.6
BENGALURU CITY,CHANDRA LAYOUT PS,2017,282.2
BENGALURU CITY,CHANDRA LAYOUT PS,2018,298.8
BENGALURU CITY,CHANDRA LAYOUT PS,2019,315.4
BENGALURU CITY,CHANDRA LAYOUT PS,2020,332.0
BENGALURU CITY,CHANDRA LAYOUT PS,2021,348.6
BENGALURU CITY,CHANDRA LAYOUT PS,2022,365.2
BENGALURU CITY,CHANDRA LAYOUT PS,2023,381.8
BENGALURU CITY,CHANDRA LAYOUT PS,2024,398.4
BENGALURU CITY,BYATARAYANAPURA PS,2016,265.96
BENGALURU CITY,BYATARAYANAPURA PS,2017,282.58
BENGALURU CITY,BYATARAYANAPURA PS,2018,299.2
BENGALURU CITY,BYATARAYANAPURA PS,2019,315.82
BENGALURU CITY,BYATARAYANAPURA PS,2020,332.44
BENGALURU CITY,BYATARAYANAPURA PS,2021,349.07
BENGALURU CITY,BYATARAYANAPURA PS,2022,365.69
BENGALURU CITY,BYATARAYANAPURA PS,2023,382.31
BENGALURU CITY,BYATARAYANAPURA PS,2024,398.93
BENGALURU CITY,K.R. PURAM PS,2016,301.6
BENGALURU CITY,K.R. PURAM PS,2017,320.45
BENGALURU CITY,K.R. PURAM PS,2018,339.3
BENGALURU CITY,K.R. PURAM PS,2019,358.15
BENGALURU CITY,K.R. PURAM PS,2020,377.0
BENGALURU CITY,K.R. PURAM PS,2021,395.85
BENGALURU CITY,K.R. PURAM PS,2022,414.7
BENGALURU CITY,K.R. PURAM PS,2023,433.55
BENGALURU CITY,K.R. PURAM PS,2024,452.4
BENGALURU DIST,HOSAHALLI PS,2019,24.27
BENGALURU DIST,HOSAHALLI PS,2020,26.69
BENGALURU DIST,HOSAHALLI PS,2021,29.12
BENGALURU DIST,HOSAHALLI PS,2022,31.55
BENGALURU DIST,HOSAHALLI PS,2023,33.97
BENGALURU DIST,HOSAHALLI PS,2024,36.4
BENGALURU DIST,BENGALURU DIST WOMEN PS,2020,63.2
BENGALURU DIST,BENGALURU DIST WOMEN PS,2021,71.1
BENGALURU DIST,BENGALURU DIST WOMEN PS,2022,79.0
BENGALURU DIST,BENGALURU DIST WOMEN PS,2023,86.9
BENGALURU DIST,BENGALURU DIST WOMEN PS,2024,94.8
BENGALURU DIST,CHENNARAYAPATANA PS,2019,67.73
BENGALURU DIST,CHENNARAYAPATANA PS,2020,74.51
BENGALURU DIST,CHENNARAYAPATANA PS,2021,81.28
BENGALURU DIST,CHENNARAYAPATANA PS,2022,88.05
BENGALURU DIST,CHENNARAYAPATANA PS,2023,94.83
BENGALURU DIST,CHENNARAYAPATANA PS,2024,101.6
BENGALURU DIST,THYAMAGONDLU PS,2019,74.93
BENGALURU DIST,THYAMAGONDLU PS,2020,82.43
BENGALURU DIST,THYAMAGONDLU PS,2021,89.92
BENGALURU DIST,THYAMAGONDLU PS,2022,97.41
BENGALURU DIST,THYAMAGONDLU PS,2023,104.91
BENGALURU DIST,THYAMAGONDLU PS,2024,112.4
BENGALURU DIST,SULIBELE PS,2019,79.2
BENGALURU DIST,SULIBELE PS,2020,87.12
BENGALURU DIST,SULIBELE PS,2021,95.04
BENGALURU DIST,SULIBELE PS,2022,102.96
BENGALURU DIST,SULIBELE PS,2023,110.88
BENGALURU DIST,SULIBELE PS,2024,118.8
BENGALURU DIST,ANUGONDANAHALLI PS,2019,86.8
BENGALURU DIST,ANUGONDANAHALLI PS,2020,95.48
BENGALURU DIST,ANUGONDANAHALLI PS,2021,104.16
BENGALURU DIST,ANUGONDANAHALLI PS,2022,112.84
BENGALURU DIST,ANUGONDANAHALLI PS,2023,121.52
BENGALURU DIST,ANUGONDANAHALLI PS,2024,130.2
BENGALURU DIST,THIRUMALASHETTAHALLI PS,2019,95.6
