District_Name,UnitName,FIRST_YEAR,LAST_YEAR,YEARS_RECORDED,TOTAL_FIRs,HEINOUS_FIRs,NON_HEINOUS_FIRs,HEINOUS_RATIO,FIRs_PER_YEAR,CRIME_VOLUME_SCALED,RISK_SCORE_NORM,SAFETY_INDEX,Latitude_mean,Longitude_mean,,,,
BENGALURU CITY,AMRUTHAHALLY PS,2017,2024,7,706,367,339,51.98300283,100.8571429,0.015850111,0.107903576,89.20964243,13.105722,77.50403387,,110.1110951,,0.107903576
BENGALURU CITY,SAMPANGIRAMANAGAR PS,2017,2024,8,810,421,389,51.97530864,101.25,0.015913099,0.12382221,87.61777899,12.94045659,77.57795567,,126.3111392,,0.12382221
BENGALURU CITY,WHITEFIELD TRAFFIC PS,2019,2024,6,572,320,252,55.94405594,95.33333333,0.014964459,0.094047896,90.59521036,12.96815366,77.74376922,,96.01047512,,0.094047896
BENGALURU CITY,MAHALAKSHMIPURAM PS,2016,2024,9,917,484,433,52.78080698,101.8888889,0.016015535,0.14239397,85.76060297,13.20624405,77.49418601,,145.2112109,,0.14239397
BENGALURU CITY,J.C. NAGAR PS,2016,2024,9,948,496,452,52.32067511,105.3333333,0.016567794,0.145931815,85.40681852,12.99852006,77.58277391,,148.8115975,,0.145931815
BENGALURU CITY,SRIRAMPURA PS,2017,2024,6,647,331,316,51.15919629,107.8333333,0.016968628,0.097291951,90.27080491,12.9872349,77.56486377,,99.31187804,,0.097291951
BENGALURU CITY,KEMPEGOWDA NAGAR PS,2016,2024,9,949,499,450,52.58166491,105.4444444,0.016585609,0.146816193,85.31838067,12.93962872,77.55774611,,149.7116099,,0.146816193
BENGALURU CITY,BASAVANAGUDI TRAFFIC PS,2016,2024,9,971,500,471,51.49330587,107.8888889,0.016977535,0.147111252,85.28887484,12.94042315,77.56571111,,150.0118843,,0.147111252
BENGALURU CITY,YELAHANKA PS,2017,2024,7,766,400,366,52.21932115,109.4285714,0.017224398,0.117632549,88.23674511,13.10502845,77.60122639,,120.0120571,,0.117632549
BENGALURU CITY,GOVINDAPURA PS,2021,2024,4,449,232,217,51.67037862,112.25,0.017676768,0.068108354,93.18916457,13.03060453,77.61044783,,69.61237374,,0.068108354
BENGALURU CITY,KADUGONDANA HALLI PS,2018,2024,5,572,295,277,51.57342657,114.4,0.018021485,0.086680281,91.3319719,13.01957106,77.60679646,,88.51261504,,0.086680281
BENGALURU CITY,YESHWANTHAPURA PS,2016,2024,8,932,478,454,51.28755365,116.5,0.018358185,0.140626849,85.93731507,13.02553221,77.55092713,,143.4128507,,0.140626849
BENGALURU CITY,PULAKESHINAGAR PS,2021,2024,4,467,244,223,52.248394,116.75,0.018398268,0.071646315,92.83536848,12.99451974,77.5431593,,73.21287879,,0.071646315
BENGALURU CITY,HSR LAYOUT PS,2019,2024,6,708,367,341,51.83615819,118,0.018598685,0.107905466,89.20945338,12.90470223,77.61988425,,110.1130191,,0.107905466
BENGALURU CITY,KUMARASWAMY LAYOUT TRAFFIC PS,2016,2024,9,1023,577,446,56.40273705,113.6666667,0.017903907,0.169810621,83.01893794,12.87950596,77.55162978,,173.1125327,,0.169810621
BENGALURU CITY,CUBBON PARK PS,2016,2024,9,1129,590,539,52.25863596,125.4444444,0.019792279,0.173644173,82.63558271,12.95675437,77.59312909,,177.0138546,,0.173644173
BENGALURU CITY,BYATRARAYANAPURA TRAFFIC PS,2016,2024,8,989,531,458,53.69059656,123.625,0.019500561,0.156251437,84.37485625,12.94575756,77.53123865,,159.3136504,,0.156251437
BENGALURU CITY,COMMERCIAL STREET PS,2017,2024,8,1048,542,506,51.71755725,131,0.020683021,0.159494927,84.05050732,12.98052322,77.60354334,,162.6144781,,0.159494927
BENGALURU CITY,HSR LAY OUT TRAFFIC PS,2018,2024,7,870,475,395,54.59770115,124.2857143,0.019606496,0.139743342,86.02566582,12.91411016,77.6509727,,142.5137245,,0.139743342
BENGALURU CITY,RAMAMURTHY NAGAR PS,2017,2024,7,912,475,437,52.08333333,130.2857143,0.020568497,0.139744003,86.02559965,13.01455369,77.5692721,,142.5143979,,0.139744003
BENGALURU CITY,BANASHANKARI PS,2016,2024,9,1190,612,578,51.42857143,132.2222222,0.020878984,0.180130272,81.98697277,12.87283919,77.55396741,,183.6146153,,0.180130272
BENGALURU CITY,YELAHANKA TRAFFIC PS,2019,2024,6,713,411,302,57.64375877,118.8333333,0.018732297,0.120876262,87.9123738,13.13951032,77.53167893,,123.3131126,,0.120876262
BENGALURU CITY,HALASUR TRAFFIC PS,2016,2024,9,1177,627,550,53.27102804,130.7777778,0.020647391,0.184551944,81.54480561,12.96898275,77.63167031,,188.1144532,,0.184551944
BENGALURU CITY,BEGURU PS,2017,2024,6,819,422,397,51.52625153,136.5,0.021564855,0.124120886,87.58791136,12.71547915,77.48409698,,126.6150954,,0.124120886
BENGALURU CITY,JNANABHARATHI TRAFFIC PS,2024,2024,1,137,71,66,51.82481752,137,0.021645022,0.020650099,97.93499009,12.95849732,77.5004639,,21.31515152,,0.020650099
BENGALURU CITY,BANASHANKARI TRAFFIC PS,2016,2024,9,1234,649,585,52.59319287,137.1111111,0.021662836,0.191037994,80.89620057,12.91763358,77.55060022,,194.715164,,0.191037994
BENGALURU CITY,WEST CEN CRIME PS,2020,2024,4,602,301,301,50,150.5,0.023809524,0.088452995,91.15470054,12.97942375,77.53673405,,90.31666667,,0.088452995
BENGALURU CITY,SESHADRIPURAM PS,2016,2024,9,1321,679,642,51.4004542,146.7777778,0.023212727,0.199882722,80.01172779,12.98029772,77.57220397,,203.7162489,,0.199882722
BENGALURU CITY,KUMARASWAMY LAYOUT PS,2016,2024,9,1300,684,616,52.61538462,144.4444444,0.022838615,0.201356408,79.86435916,12.91204069,77.55974935,,205.215987,,0.201356408
BENGALURU CITY,CHAMARAJPET PS,2016,2024,9,1308,688,620,52.59938838,145.3333333,0.022981134,0.202535661,79.74643386,12.94171626,77.55126992,,206.4160868,,0.202535661
BENGALURU CITY,MADIVALA PS,2016,2024,7,1037,535,502,51.59112825,148.1428571,0.023431595,0.157433296,84.25667037,12.8783105,77.60725375,,160.5164021,,0.157433296
BENGALURU CITY,MALLESHWARAM PS,2016,2024,9,1334,702,632,52.62368816,148.2222222,0.02344432,0.206663022,79.33369779,12.88173895,77.46992573,,210.616411,,0.206663022
BENGALURU CITY,HANUMANTHANAGAR PS,2016,2024,9,1322,708,614,53.55521936,146.8888889,0.023230542,0.208431607,79.15683926,12.93892312,77.55506614,,212.4162614,,0.208431607
BENGALURU CITY,SADASHIVANAGAR PS,2016,2024,9,1390,721,669,51.8705036,154.4444444,0.02444195,0.212264694,78.77353059,13.01949931,77.55931704,,216.3171094,,0.212264694
BENGALURU CITY,JALAHALLI TRAFFIC PS,2016,2024,9,1385,736,649,53.14079422,153.8888889,0.024352876,0.216686464,78.33135363,13.07070565,77.50785673,,220.817047,,0.216686464
BENGALURU CITY,KORAMANGALA PS,2016,2024,7,1118,573,545,51.25223614,159.7142857,0.025286882,0.168636544,83.1363456,12.93523909,77.62148427,,171.9177008,,0.168636544
BENGALURU CITY,MAGADI ROAD TRAFFIC PS,2016,2024,9,1466,750,716,51.15961801,162.8888889,0.025795878,0.220814498,77.91855016,12.95564688,77.54933069,,225.0180571,,0.220814498
BENGALURU CITY,BAGALUR PS,2017,2024,8,1337,698,639,52.20643231,167.125,0.026475068,0.205485952,79.45140481,13.13081771,77.65518956,,209.4185325,,0.205485952
BENGALURU CITY,K.R.PURAM TRAFFIC PS,2016,2024,8,1281,705,576,55.03512881,160.125,0.025352734,0.207548701,79.2451299,13.01018869,77.67901231,,211.5177469,,0.207548701
BENGALURU CITY,WILSONGARDEN PS,2016,2024,7,1201,617,584,51.37385512,171.5714286,0.02718798,0.181608556,81.83914445,12.94205179,77.58792403,,185.1190316,,0.181608556
BENGALURU CITY,HEBBAL PS,2016,2024,9,1566,804,762,51.34099617,174,0.027577361,0.236734315,76.32656851,13.03847803,77.59857174,,241.2193042,,0.236734315
BENGALURU CITY,CHIKKAJALA PS,2018,2024,7,1200,633,567,52.75,171.4285714,0.027165075,0.186325159,81.36748406,13.16547346,77.62624279,,189.9190156,,0.186325159
BENGALURU CITY,KADUGODI PS,2016,2024,9,1615,830,785,51.39318885,179.4444444,0.028450288,0.244399422,75.56005778,12.99634132,77.74345577,,249.0199152,,0.244399422
BENGALURU CITY,HENNUR PS,2016,2024,8,1409,744,665,52.80340667,176.125,0.02791807,0.219047226,78.09527742,13.09972269,77.64062528,,223.2195426,,0.219047226
BENGALURU CITY,BYADARAHALLI PS,2018,2024,6,1089,559,530,51.33149679,181.5,0.028779862,0.164511904,83.54880955,12.92705662,77.44351676,,167.7201459,,0.164511904
BENGALURU CITY,CHANNAMMANAKERE ACHU KATTU PS,2016,2024,9,1583,845,738,53.37965888,175.8888889,0.027880213,0.248820861,75.1179139,12.87383326,77.55784439,,253.5195161,,0.248820861
BENGALURU CITY,SUBRAMANYANAGAR PS,2016,2024,9,1585,860,725,54.25867508,176.1111111,0.027915843,0.253242716,74.67572836,12.99683549,77.54943632,,258.0195411,,0.253242716
BENGALURU CITY,V V PURAM TRAFFIC PS,2016,2024,9,1690,864,826,51.12426036,187.7777778,0.0297864,0.254423158,74.55768421,12.72081715,77.42015739,,259.2208505,,0.254423158
BENGALURU CITY,RAJARAJESHWARI NAGAR PS,2016,2024,9,1638,875,763,53.41880342,182,0.028860029,0.257665197,74.23348033,12.77610652,77.47927199,,262.520202,,0.257665197
BENGALURU CITY,JALAHALLI PS,2016,2024,9,1673,884,789,52.839211,185.8888889,0.029483548,0.260318724,73.96812759,13.0468708,77.54693487,,265.2206385,,0.260318724
BENGALURU CITY,ELECTRONIC CITY PS,2016,2024,8,1517,786,731,51.8127884,189.625,0.030082572,0.231429841,76.85701589,12.78234927,77.60598767,,235.8210578,,0.231429841
BENGALURU CITY,BANDEPALYA PS,2019,2024,6,1151,591,560,51.34665508,191.8333333,0.030436642,0.173946283,82.60537167,12.88825516,77.63488525,,177.3213056,,0.173946283
BENGALURU CITY,SADASHIVANAGAR TRAFFIC PS,2016,2024,8,1626,831,795,51.10701107,203.25,0.032267116,0.244696836,75.53031637,13.00864412,77.53580013,,249.322587,,0.244696836
BENGALURU CITY,KOTHANUR PS,2020,2024,5,993,520,473,52.36656596,198.6,0.031521565,0.15301703,84.698297,13.07002409,77.63541009,,156.0220651,,0.15301703
BENGALURU CITY,SUBRAMANYAPURA PS,2016,2024,9,1879,970,909,51.62320383,208.7777778,0.033153404,0.285673079,71.43269213,12.86760578,77.51077943,,291.0232074,,0.285673079
BENGALURU CITY,VISHVESHWARAPURAM PS,2016,2024,9,1851,970,881,52.40410589,205.6666667,0.032654588,0.285672736,71.43272644,12.93542644,77.57255473,,291.0228582,,0.285672736
BENGALURU CITY,JAGAJEEVANRAM NAGAR PS,2016,2024,8,1706,878,828,51.46541618,213.25,0.033870451,0.258553009,74.14469908,12.68146991,77.38991905,,263.4237093,,0.258553009
BENGALURU CITY,COTTONPET PS,2017,2024,5,1068,553,515,51.77902622,213.6,0.033926567,0.162746712,83.72532878,12.96469736,77.56856663,,165.9237486,,0.162746712
BENGALURU CITY,RAJAJINAGAR PS,2016,2024,9,1915,1010,905,52.74151436,212.7777778,0.033794737,0.297465069,70.25349312,12.98137893,77.55427072,,303.0236563,,0.297465069
BENGALURU CITY,VIJAYANAGAR PS,2016,2024,7,1447,787,660,54.38838977,206.7142857,0.032822557,0.231726514,76.82734855,12.90942107,77.50705711,,236.1229758,,0.231726514
BENGALURU CITY,HALASURGATE PS,2016,2024,9,1985,1022,963,51.4861461,220.5555556,0.035041776,0.301003391,69.89966087,12.96746004,77.58295614,,306.6245292,,0.301003391
BENGALURU CITY,THALAGHATTAPURA TRAFFIC PS,2023,2024,2,443,232,211,52.37020316,221.5,0.035193202,0.068120403,93.18795972,12.87446099,77.52205692,,69.62463524,,0.068120403
BENGALURU CITY,RAJAJINAGAR TRAFFIC PS,2016,2024,9,2042,1050,992,51.4201763,226.8888889,0.036057221,0.309258174,69.07418259,12.91119789,77.42796432,,315.0252401,,0.309258174
BENGALURU CITY,SOUTHEAST CEN CRIME PS,2020,2024,5,1190,595,595,50,238,0.037838705,0.17513053,82.48694704,12.88181652,77.64606006,,178.5264871,,0.17513053
BENGALURU CITY,VYALIKAVAL PS,2016,2024,9,2074,1072,1002,51.68756027,230.4444444,0.036627296,0.315743918,68.42560819,12.99937761,77.5685603,,321.6256391,,0.315743918
BENGALURU CITY,EAST CEN CRIME PS,2022,2024,3,727,364,363,50.06877579,242.3333333,0.038533483,0.107034812,89.2965188,12.11110843,77.60210907,,109.2269734,,0.107034812
BENGALURU CITY,YELAHANKA NEW TOWN PS,2019,2024,6,1416,731,685,51.62429379,236,0.037518038,0.215221576,78.47784244,13.10692252,77.56416678,,219.3262626,,0.215221576
BENGALURU CITY,JEEVAN BHEEMANAGAR PS,2016,2024,9,2109,1099,1010,52.11000474,234.3333333,0.037250815,0.323703643,67.62963574,12.96260143,77.64886477,,329.7260756,,0.323703643
BENGALURU CITY,BANASWADI PS,2017,2024,6,1476,756,720,51.2195122,246,0.039121372,0.222592397,77.74076034,13.11979036,77.56147451,,226.827385,,0.222592397
BENGALURU CITY,MARATHAHALLI PS,2017,2024,6,1486,760,726,51.14401077,247.6666667,0.039388595,0.223771735,77.62282647,12.87163918,77.63530854,,228.027572,,0.223771735
BENGALURU CITY,PARAPPANA AGRAHARA PS,2019,2024,6,1504,766,738,50.93085106,250.6666667,0.039869595,0.225540798,77.44592015,12.85356419,77.65116736,,229.8279087,,0.225540798
BENGALURU CITY,HALASUR PS,2016,2024,9,2216,1158,1058,52.25631769,246.2222222,0.039157002,0.341097488,65.89025115,12.96994081,77.62562806,,347.4274099,,0.341097488
BENGALURU CITY,SOLADEVANAHALLI PS,2016,2024,9,2216,1167,1049,52.66245487,246.2222222,0.039157002,0.343750587,65.6249413,13.1036716,77.50980784,,350.1274099,,0.343750587
BENGALURU CITY,MAHADEVAPURA PS,2017,2024,7,1767,908,859,51.38653084,252.4285714,0.040152088,0.267400992,73.25990083,12.97793104,77.68383006,,272.4281065,,0.267400992
BENGALURU CITY,WHITEFIELD PS,2016,2024,8,2062,1045,1017,50.67895247,257.75,0.041005291,0.307787634,69.22123661,12.95678012,77.73214703,,313.5287037,,0.307787634
BENGALURU CITY,VIDYARANYAPURA PS,2016,2024,9,2437,1259,1178,51.66187936,270.7777778,0.04309408,0.370873858,62.91261422,13.07114849,77.51725256,,377.7301659,,0.370873858
BENGALURU CITY,SAMPIGEHALLI PS,2016,2024,9,2407,1262,1145,52.4304113,267.4444444,0.042559635,0.371757856,62.82421436,13.07216894,77.62645355,,378.6297917,,0.371757856
BENGALURU CITY,VIVEKNAGAR PS,2016,2024,9,2439,1264,1175,51.82451825,271,0.04312971,0.372347826,62.76521741,12.94738911,77.62226747,,379.2301908,,0.372347826
BENGALURU CITY,CENTRAL CEN CRIME PS,2022,2024,3,846,423,423,50,282,0.044893378,0.124431721,87.55682786,12.75281374,77.48439538,,126.9314254,,0.124431721
BENGALURU CITY,UPPARPET TRAFFIC PS,2016,2024,5,1409,711,698,50.46132009,281.8,0.044861312,0.209330852,79.06691479,12.93658563,77.57273849,,213.3314029,,0.209330852
BENGALURU CITY,ELECTRONIC CITY TRAFFIC PS,2016,2024,9,2421,1324,1097,54.68814539,269,0.042809043,0.390034929,60.99650711,12.79008617,77.5779841,,397.2299663,,0.390034929
BENGALURU CITY,HIGH GROUNDS PS,2016,2024,9,2567,1332,1235,51.88936502,285.2222222,0.045410008,0.392395028,60.76049723,12.80710024,77.47588406,,399.631787,,0.392395028
BENGALURU CITY,GIRINAGAR PS,2016,2024,9,2578,1340,1238,51.97827773,286.4444444,0.045605972,0.394753472,60.52465277,12.89374043,77.52950968,,402.0319242,,0.394753472
BENGALURU CITY,BASAVANAGUDI PS,2016,2024,9,2535,1354,1181,53.4122288,281.6666667,0.044839934,0.398879988,60.11200125,12.92296515,77.59051423,,406.231388,,0.398879988
BENGALURU CITY,WHITEFIELD CEN CRIME PS,2021,2024,3,916,458,458,50,305.3333333,0.048634493,0.1347519,86.52480999,12.93277052,77.64388239,,137.4340441,,0.1347519
BENGALURU CITY,R.T. NAGAR PS,2016,2024,9,2683,1389,1294,51.77040626,298.1111111,0.047476529,0.409199406,59.08005935,13.02835653,77.58040758,,416.7332336,,0.409199406
BENGALURU CITY,JNANABHARATHI PS,2017,2024,6,1740,932,808,53.56321839,290,0.046176046,0.274480065,72.55199354,12.89632725,77.46828377,,279.6323232,,0.274480065
BENGALURU CITY,BELLANDURU PS,2017,2024,8,2476,1256,1220,50.726979,309.5,0.049302549,0.369993762,63.00062379,12.91226022,77.67597178,,376.8345118,,0.369993762
BENGALURU CITY,HULIMAVU PS,2016,2024,9,2818,1459,1359,51.77430802,313.1111111,0.049881531,0.429836271,57.01637285,12.65066644,77.46080019,,437.7349171,,0.429836271
BENGALURU CITY,DEVANAHALLI TRAFFIC PS,2017,2024,8,2465,1320,1145,53.54969574,308.125,0.049082091,0.388860089,61.11399112,13.22218465,77.67440432,,396.0343575,,0.388860089
BENGALURU CITY,KEMPAPURA AGRAHARA PS,2016,2024,9,2889,1508,1381,52.19799238,321,0.051146384,0.444281789,55.5718211,12.95800086,77.55854705,,452.4358025,,0.444281789
BENGALURU CITY,NORTH CEN CRIME PS,2022,2024,3,1013,508,505,50.14807502,337.6666667,0.053818609,0.149494902,85.05050979,13.0174689,77.55772869,,152.437673,,0.149494902
BENGALURU CITY,RAJAGOPAL NAGAR PS,2016,2024,9,2981,1526,1455,51.19087555,331.2222222,0.052785349,0.449589113,55.04108866,13.01161742,77.46127402,,457.8369497,,0.449589113
BENGALURU CITY,KALASIPALYA PS,2016,2024,9,3016,1556,1460,51.59151194,335.1111111,0.053408868,0.458433204,54.1566796,12.94860508,77.56395325,,466.8373862,,0.458433204
BENGALURU CITY,R.T.NAGAR TRAFFIC PS,2016,2024,9,3128,1585,1543,50.6713555,347.5555556,0.055404129,0.466983449,53.30165505,13.03622866,77.61616503,,475.5387829,,0.466983449
BENGALURU CITY,ADUGODI PS,2016,2024,9,3097,1587,1510,51.24313852,344.1111111,0.05485187,0.467572647,53.24273529,12.94311296,77.60493432,,476.1383963,,0.467572647
BENGALURU CITY,KONANAKUNTE PS,2017,2024,8,2828,1475,1353,52.15700141,353.5,0.056357223,0.434557345,56.54426547,12.85781691,77.56638244,,442.5394501,,0.434557345
BENGALURU CITY,SUDDAGUNTEPALYA PS,2020,2024,5,1856,937,919,50.48491379,371.2,0.059195126,0.275962963,72.40370367,12.90731206,77.58872624,,281.1414366,,0.275962963
BENGALURU CITY,SANJAY NAGAR PS,2016,2024,9,3220,1691,1529,52.51552795,357.7777778,0.057043094,0.498232182,50.17678183,13.03990955,77.55935432,,507.3399302,,0.498232182
BENGALURU CITY,ASHOKNAGAR PS,2018,2024,7,2591,1324,1267,51.0999614,370.1428571,0.05902563,0.390046083,60.99539167,12.94787517,77.60464591,,397.2413179,,0.390046083
BENGALURU CITY,CITY MARKET PS,2016,2024,9,3337,1725,1612,51.69313755,370.7777778,0.059127429,0.508256432,49.1743568,12.96353806,77.57522693,,517.5413892,,0.508256432
BENGALURU CITY,JAYANAGAR PS,2016,2024,9,3259,1755,1504,53.8508745,362.1111111,0.057737873,0.517099138,48.2900862,12.86079007,77.50123921,,526.5404165,,0.517099138
BENGALURU CITY,ANNAPOORNESHWARI NAGAR PS,2017,2024,6,2193,1186,1007,54.08116735,365.5,0.058281225,0.349364727,65.06352728,12.94543133,77.50655964,,355.8407969,,0.349364727
BENGALURU CITY,KAMAKSHIPALYA PS,2016,2024,7,2698,1394,1304,51.66790215,385.4285714,0.061476442,0.41068298,58.93170202,12.9833781,77.51305523,,418.2430335,,0.41068298
BENGALURU CITY,AIRPORT PS,2016,2016,1,390,201,189,51.53846154,390,0.062209396,0.059000535,94.09994649,12.58038398,77.39752703,,60.34354658,,0.059000535
BENGALURU CITY,SOUTH CEN CRIME PS,2020,2024,5,2038,1019,1019,50,407.6,0.065031265,0.300139653,69.98603469,12.82705858,77.53278434,,305.7455219,,0.300139653
BENGALURU CITY,KENGERI PS,2016,2024,9,3746,1955,1791,52.1890016,416.2222222,0.066413696,0.576062851,42.39371495,12.86922103,77.48035957,,586.5464896,,0.576062851
BENGALURU CITY,NORTHEAST CEN CRIME PS,2022,2024,3,1330,665,665,50,443.3333333,0.070760515,0.195788385,80.42116147,13.06093344,77.56314539,,199.5495324,,0.195788385
BENGALURU CITY,YESHWANTHAPURA TRAFFIC PS,2016,2024,9,3944,2039,1905,51.69878296,438.2222222,0.069941033,0.60082753,39.91724703,13.03383056,77.53225982,,611.7489587,,0.60082753
BENGALURU CITY,VARTHUR PS,2016,2024,9,3926,2060,1866,52.4707081,436.2222222,0.069620366,0.607017872,39.29821277,12.90125324,77.70695159,,618.0487343,,0.607017872
BENGALURU CITY,MICO LAYOUT PS,2016,2024,7,3167,1617,1550,51.05778339,452.4285714,0.072218787,0.476428254,52.35717455,12.89373655,77.60138838,,485.1505532,,0.476428254
BENGALURU CITY,DEVARAJEEVANAHALLI PS,2016,2024,9,4160,2140,2020,51.44230769,462.2222222,0.073789037,0.630603838,36.93961623,13.01860857,77.60913663,,642.0516523,,0.630603838
BENGALURU CITY,PEENYA PS,2016,2024,9,4348,2255,2093,51.86292548,483.1111111,0.077138225,0.664506845,33.54931552,13.03516398,77.5031894,,676.5539968,,0.664506845
BENGALURU CITY,PEENYA TRAFFIC PS,2016,2024,8,3880,2018,1862,52.01030928,485,0.077441077,0.594642125,40.53578747,13.03733969,77.50870217,,605.4542088,,0.594642125
BENGALURU CITY,BASAVESHWARA NAGAR PS,2016,2024,9,4399,2303,2096,52.35280746,488.7777778,0.078046782,0.678657328,32.13426715,12.95572008,77.5394377,,690.9546327,,0.678657328
BENGALURU CITY,H.A.L. PS,2018,2024,5,2560,1304,1256,50.9375,512,0.081770082,0.384165953,61.58340467,12.93492263,77.66963475,,391.2572391,,0.384165953
BENGALURU CITY,GOVINDARAJA NAGAR PS,2022,2024,3,1590,820,770,51.57232704,530,0.084656085,0.241490196,75.85098044,12.97240991,77.52843325,,246.0592593,,0.241490196
BENGALURU CITY,NANDINI LAYOUT PS,2016,2024,9,5659,2984,2675,52.73016434,628.7777778,0.100493471,0.87942389,12.05761101,13.01696949,77.53155679,,895.2703454,,0.87942389
BENGALURU CITY,CHANDRA LAYOUT PS,2016,2024,9,5633,2988,2645,53.04455885,625.8888889,0.100030285,0.880602726,11.93972738,12.90411833,77.4975997,,896.4700212,,0.880602726
BENGALURU CITY,BYATARAYANAPURA PS,2016,2024,9,5601,2992,2609,53.41903232,622.3333333,0.099460211,0.881781489,11.8218511,12.92595715,77.53059459,,897.6696221,,0.881781489
BENGALURU CITY,K.R. PURAM PS,2016,2024,9,6239,3393,2846,54.38371534,693.2222222,0.110826074,0.999999586,4.14422E-05,13.02535725,77.68260763,,1017.977578,,0.999999586
BENGALURU DIST,HOSAHALLI PS,2019,2024,6,344,182,162,52.90697674,57.33333333,0.008871787,0.053362862,94.66371384,13.43750029,77.43771292,,54.60621025,,0.053362862
BENGALURU DIST,BENGALURU DIST WOMEN PS,2020,2024,5,698,395,303,56.59025788,139.6,0.022061889,0.116161933,88.38380673,13.30730378,77.51299271,,118.5154433,,0.116161933
BENGALURU DIST,CHENNARAYAPATANA PS,2019,2024,6,926,508,418,54.85961123,154.3333333,0.024424136,0.149474683,85.05253166,13.19446587,77.76017261,,152.4170969,,0.149474683
BENGALURU DIST,THYAMAGONDLU PS,2019,2024,6,1038,562,476,54.14258189,173,0.027417027,0.165395333,83.46046668,13.21685354,77.31264566,,168.6191919,,0.165395333
BENGALURU DIST,SULIBELE PS,2019,2024,6,1101,594,507,53.95095368,183.5,0.029100529,0.17482973,82.51702696,13.16873338,77.81289436,,178.2203704,,0.17482973
BENGALURU DIST,ANUGONDANAHALLI PS,2019,2024,6,1210,651,559,53.80165289,201.6666667,0.032013254,0.191634691,80.83653088,12.95302499,77.82182569,,195.3224093,,0.191634691
BENGALURU DIST,THIRUMALASHETTAHALLI PS,2019,2024,6,1320,717,603,54.31818182,220,0.034952702,0.211092769,78.89072311,12.99535131,77.80162626,,215.1244669,,0.211092769
BENGALURU DIST,VISHWANATHAPURA PS,2019,2024,6,1357,743,614,54.75313191,226.1666667,0.035941425,0.218757956,78.12420441,13.2494712,77.60502962,,222.925159,,0.218757956
BENGALURU DIST,DODDABELAVANGALA PS,2019,2024,6,1453,780,673,53.68203716,242.1666667,0.038506761,0.229666903,77.03330968,13.28008302,77.41914391,,234.0269547,,0.229666903
BENGALURU DIST,BENGALURU CEN CRIME PS,2020,2024,5,1332,666,666,50,266.4,0.042392176,0.196063661,80.39363389,12.97334054,77.64525939,,199.8296745,,0.196063661
BENGALURU DIST,DODDABALLAPURA TOWN PS,2019,2024,6,1489,800,689,53.72733378,248.1666667,0.039468762,0.235563339,76.44366606,13.2950123,77.5403794,,240.0276281,,0.235563339
BENGALURU DIST,HOSAKOTE TRAFFIC PS,2023,2024,2,486,290,196,59.67078189,243,0.038640372,0.08522052,91.47794801,13.08617274,77.79892664,,87.02704826,,0.08522052
BENGALURU DIST,VIJAYAPURA PS,2019,2024,6,1585,873,712,55.07886435,264.1666667,0.042034098,0.257084681,74.29153191,13.30212718,77.76858111,,261.9294239,,0.257084681
BENGALURU DIST,DOBBESPET PS,2019,2024,6,1786,960,826,53.75139978,297.6666667,0.04740527,0.282734994,71.72650055,13.22259347,77.23847392,,288.0331837,,0.282734994
BENGALURU DIST,NELAMANGALA TOWN PS,2019,2024,6,1800,968,832,53.77777778,300,0.047779381,0.285093562,71.49064384,13.09537893,77.39809505,,290.4334456,,0.285093562
BENGALURU DIST,NANDAGUDI PS,2019,2024,6,1860,1024,836,55.05376344,310,0.049382716,0.301602833,69.8397167,13.1676988,77.90752241,,307.2345679,,0.301602833
BENGALURU DIST,BANNERGHATTA PS,2019,2024,6,2017,1056,961,52.35498265,336.1666667,0.053578109,0.311038958,68.8961042,12.81451086,77.58317809,,316.8375047,,0.311038958
BENGALURU DIST,RAJANUKUNTE PS,2019,2024,6,1944,1057,887,54.37242798,324,0.051627385,0.311332405,68.86675951,13.17042175,77.5465127,,317.1361392,,0.311332405
BENGALURU DIST,SARJAPURA PS,2017,2024,8,2800,1486,1314,53.07142857,350,0.055796056,0.437799635,56.22003647,12.87065743,77.77181267,,445.8390572,,0.437799635
BENGALURU DIST,JIGANI PS,2019,2024,6,2200,1183,1017,53.77272727,366.6666667,0.058468281,0.34848049,65.15195103,12.779936,77.63686908,,354.9409278,,0.34848049
BENGALURU DIST,NELAMANGALA RURAL PS,2019,2024,6,2383,1258,1125,52.79060008,397.1666667,0.063358452,0.370593008,62.94069923,13.11624955,77.35585258,,377.4443509,,0.370593008
BENGALURU DIST,ANEKAL PS,2019,2024,6,2472,1327,1145,53.68122977,412,0.065736732,0.390935066,60.90649344,12.71496214,77.69310677,,398.1460157,,0.390935066
BENGALURU DIST,DODDABALLAPURA RURAL PS,2019,2024,6,2883,1583,1300,54.90808186,480.5,0.076719577,0.466408534,53.35914664,13.31395597,77.54834051,,474.9537037,,0.466408534
BENGALURU DIST,AVALAHALLY PS,2019,2024,6,3154,1690,1464,53.58275206,525.6666667,0.083961306,0.497955908,50.20440916,13.05107168,77.72570385,,507.0587729,,0.497955908
BENGALURU DIST,HOSAKOTE PS,2019,2024,6,3533,1904,1629,53.89187659,588.8333333,0.094089039,0.561047662,43.89523382,13.07623803,77.79209683,,571.2658623,,0.561047662
